REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
2546,Dandelion,U.S.A.,2021,Brazil,"Vale Potumuju, 2019 h., batch 1",70%,"2- B,S",distinct choco and graham,4
654,Dandelion (aka Brower Ave),U.S.A.,2011,Dominican Republic,Dominican Republic,70%,"2- B,S","grassy, fruity, brownie",3.25
654,Dandelion (aka Brower Ave),U.S.A.,2011,Madagascar,Madagascar,70%,"2- B,S","brownie, red berry",3.25
654,Dandelion (aka Brower Ave),U.S.A.,2011,Tanzania,Tanzania,70%,"2- B,S",cocoa flavor dominates,3.25
2550,Dandelion (Japan),U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2017 h.",70%,"2- B,S","light caramel, sl. dry, earthy",3
991,Danta,Guatemala,2012,Guatemala,"Oscuro, Finca Chimelb",70%,"2- B,S","nutty, ashey, spicy pepper",3.25
987,Danta,Guatemala,2012,Guatemala,Los Ujuxtes,70%,"2- B,S",spicy,3.75
987,Danta,Guatemala,2012,Madagascar,Sambirano,70%,"2- B,S","oily, toffee, hints of fruit",3.75
987,Danta,Guatemala,2012,Guatemala,Las Acacias E.,70%,"2- B,S","sweet spice, floral",4
1920,DAR,U.S.A.,2016,Venezuela,"Venezuela, batch 122",72%,"2- B,S","nut, tobacco, burnt, off notes",2.75
1920,DAR,U.S.A.,2016,Vietnam,Vietnam,72%,"2- B,S","raisins, astringent",3
1920,DAR,U.S.A.,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",70%,"2- B,S","floral, licorice, roasty",3.25
2222,Definite,Dominican Republic,2018,Dominican Republic,Elvesia,70%,"2- B,S","metallic, dirt/ earthy",2.5
2222,Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,70%,"2- B,S","dirty, floral, unrefined",2.5
2222,Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,80%,"2- B,S","mild bitter, fatty, grassy",3
1916,Desbarres,Canada,2016,Tanzania,"Kilombero, batch 41",72%,"2- B,S","vanilla, chemical, rubber",2.5
2422,Desbarres,Canada,2019,Guatemala,"Monte Grande, batch 178",72%,"2- B,S","smokey, roasty, acidic, rich",3
166,DeVries,U.S.A.,2007,Costa Rica,Costa Rica,77%,"2- B,S","red berry, lingering coffee",3.5
166,DeVries,U.S.A.,2007,Dominican Republic,Dominican Republic,77%,"2- B,S","sticky, woodsy, rum",3.5
241,DeVries,U.S.A.,2008,Bolivia,Bolivian,80%,"2- B,S","intense fruit, bitter ending",2.75
661,Dick Taylor,U.S.A.,2011,Madagascar,Sambirano,80%,"2- B,S","sandy, flat, hint of berry",2.75
682,Dick Taylor,U.S.A.,2011,Venezuela,Mantuano,75%,"2- B,S","sticky, very roasty, nutty",2.75
769,Dick Taylor,U.S.A.,2011,Dominican Republic,La Red,74%,"2- B,S","earthy, tart, sour",3
769,Dick Taylor,U.S.A.,2011,Ecuador,Ecuador,70%,"2- B,S","grassy, tea, late sour",3.25
895,Dick Taylor,U.S.A.,2012,Bolivia,Bolivia,75%,"2- B,S","dry, mint, medicinal",2.75
1034,Dick Taylor,U.S.A.,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",70%,"2- B,S","oily, black pepper, roasty",3.25
1193,Dick Taylor,U.S.A.,2013,Ecuador,Camino Verde,76%,"2- B,S","butter, floral, rum",3.5
1235,Dick Taylor,U.S.A.,2014,Dominican Republic,Elvesia,74%,"2- B,S","mild fruit and spice, roasty",3.5
1634,Dick Taylor,U.S.A.,2015,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",70%,"2- B,S","sticky, rich, cherry",3.75
1864,Dick Taylor,U.S.A.,2016,Vietnam,Tien Giang,78%,"2- B,S","tropical berry, intense",3.5
1952,Dick Taylor,U.S.A.,2017,Guatemala,Lanquin Estate,70%,"2- B,S","blackberry, raisns",3.75
1972,Dick Taylor,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",75%,"2- B,S","sticky, roasty nibs, grapes",3.75
2016,Dick Taylor,U.S.A.,2017,Solomon Islands,"Solomon Is.,batch 17158, N.Vela",72%,"2- B,S","well defined, creamy, cherry",4
2258,Dick Taylor,U.S.A.,2018,Fiji,"Vanua Levu, Matasawalevu",80%,"2- B,S","cocoa, tea, malt",3.75
2434,Dick Taylor,U.S.A.,2019,Madagascar,"Akesson P., Sambirano",72%,"2- B,S","sticky, dried fruit, toast, cocoa",3.75
2270,Dick Taylor,U.S.A.,2019,Belize,"Maya Mtn, Toledo",72%,"2- B,S","creamy, sticky, dried fruit",4
2466,Dick Taylor,U.S.A.,2020,Blend,"Northerner, Madagascar and Brazil",73%,"2- B,S","burnt honey, earthy",3.5
2554,Dick Taylor,U.S.A.,2021,Jamaica,"Bachelor's Hall, batch 20240",75%,"2- B,S","sl. bitter, black licorice, dried fig",3.75
2656,Dick Taylor,U.S.A.,2021,Mexico,"Soconusco, Rayen Cacao Co-op, batch 21154",72%,"2- B,S","dried fruit, fig, astringent, sticky",4
87,Domori,Italy,2006,Venezuela,Sur del Lago Classificado,70%,"2- B,S","long lasting, fruit",3
87,Domori,Italy,2006,Peru,Apurimac,70%,"2- B,S","floral, olive",3.25
87,Domori,Italy,2006,Venezuela,Carenero Superior,70%,"2- B,S","creamy, basic cocoa",3.5
129,Domori,Italy,2007,Venezuela,"Ocumare 61, Puertomar",75%,"2- B,S","sticky, smoke, ham, earthy",3.25
135,Domori,Italy,2007,Venezuela,Granella,60%,"2- B,S","mild spice, licorice",3.25
135,Domori,Italy,2007,Madagascar,Madagascar,70%,"2- B,S","fruity, basic cocoa",3.5
192,Domori,Italy,2007,Madagascar,Madagared,70%,"2- B,S","smooth, banana, cocoa",3.5
192,Domori,Italy,2007,Indonesia,"Java, Javablond",70%,"2- B,S","creamy, smokey, tobacco",3.75
111,Domori,Italy,2007,Venezuela,Porcelana,70%,"2- B,S","creamy, complex, coffee",4
192,Domori,Italy,2007,Ecuador,Ecuador,70%,"2- B,S","creamy, nuts, woody, cocoa",4
192,Domori,Italy,2007,Venezuela,"Ocumare 67, Puertofino",70%,"2- B,S","creamy, mint, tobacco, olive",4
227,Domori,Italy,2008,Venezuela,"Carupano, H. San Jose",70%,"2- B,S","cucumber, hot spices",3
272,Domori,Italy,2008,Colombia,Teyuna,70%,"2- B,S","creamy, woody, earthy",3
272,Domori,Italy,2008,Blend,Blend No. 1,78%,"2- B,S","sticky, grassy, coffee",3.5
272,Domori,Italy,2008,Blend,Ilblend,70%,"2- B,S","sticky, olive",3.75
470,Domori,Italy,2010,Venezuela,"Chuao, Hacienda San Jose",70%,"2- B,S","subtle, caramel, sour milk",3
693,Domori,Italy,2011,Venezuela,"Canoabo, Hacienda San Jose",70%,"2- B,S","smooth, intense, smoke, nut",3.5
863,Domori,Italy,2012,Tanzania,Morogoro,70%,"2- B,S","sticky, nutty",3.5
863,Domori,Italy,2012,Venezuela,Guasare,70%,"2- B,S","creamy, coffee, caramel",3.75
1672,Domori,Italy,2015,Ecuador,Hacienda Victoria,70%,"2- B,S","floral, well developed, creamy",3.75
1672,Domori,Italy,2015,Venezuela,Ocumare 77,70%,"2- B,S","nutty, strawberry, creamy",3.75
2040,Domori,Italy,2018,Tanzania,Tanzania,70%,"2- B,S","creamy, sticky, fruit",4
2390,Double Spiral,U.S.A.,2019,Dominican Republic,Oko Caribe,75%,"2- B,S","dry, earthy, walnut",2.5
2390,Double Spiral,U.S.A.,2019,Tanzania,Kokoa Kamili,70%,"2- B,S","dry, sour, sweet, mild fruit",2.75
2390,Double Spiral,U.S.A.,2019,Dominican Republic,Hispaniola,75%,"2- B,S","dry, cocoa, grassy, spicy",3
327,Amatller (Simon Coll),Spain,2009,Ecuador,Ecuador,70%,"2- B,S","waxy mouthfeel, spicy",2.75
1506,Dulcinea,U.S.A.,2015,Dominican Republic,"Dominican Republic, batch 1507",70%,"2- B,S","coarse, earthy, mild banana",3.25
464,Amatller (Simon Coll),Spain,2009,Ecuador,Ecuador,85%,"2- B,S","fatty, mushroom, off notes",2.75
322,Amatller (Simon Coll),Spain,2009,Ghana,Ghana,70%,"2- B,S","dry, chalky, fudge-like",3
2358,Eclat (Fruition),U.S.A.,2019,Peru,"NOE, nacional/criollo, batch 1",80%,"2- B,S","nutty, almond butter",3.5
1876,Edelmond,Germany,2016,Venezuela,Porcelana,68%,"2- B,S","dry, gritty, cardboard, nutty",3
2534,El Buen,U.S.A.,2020,Madagascar,"Akessons, Sambirano Valley",70%,"2- B,S","molasses, red fruit, astringent",3
2534,El Buen,U.S.A.,2020,Colombia,Tumaco,70%,"2- B,S","cocoa, spice, alcohol, dirty",3
464,Amatller (Simon Coll),Spain,2009,Ghana,Ghana,85%,"2- B,S","roasty,oddly sweet,marshmallow",3
1137,Emerald Estate,St. Lucia,2013,St. Lucia,Emerald Estate,60%,"2- B,S","low refinement, too sweet",2.75
1137,Emerald Estate,St. Lucia,2013,St. Lucia,Emerald Estate,70%,"2- B,S","sandy, tannic, earthy",3.25
2114,Encuentro,France,2018,Dominican Republic,Oko Caribe,70%,"2- B,S","earthy, floral, cocoa",3.25
2108,Encuentro,France,2018,Haiti,Pisa w/ nibs,70%,"2- B,S","simple, mild cocoa, fruit",3.5
2108,Encuentro,France,2018,Guatemala,Asochivite,70%,"2- B,S","spicy, sweet,",3.5
2118,Encuentro,France,2018,Madagascar,Bejofo,70%,"2- B,S","fruity, roasty",3.5
1916,ENNA,U.S.A.,2016,Honduras,"Wampusirpi, batch 007",75%,"2- B,S","carrots, heavy roast",3.25
2198,ENNA,U.S.A.,2018,Vietnam,"Ben Tre, batch 77",72%,"2- B,S","intens, brownie, spicy, metal",3
2570,Escazu,U.S.A.,2021,Colombia,"Arhuacos, Sierra Nevada, batch 060221",70%,"2- B,S","mild licorice, late mocha",3.5
565,Fearless (AMMA),U.S.A.,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",75%,"2- B,S","perfume, floral, vanilla",2.75
1736,Feitoria Cacao,Portugal,2016,Venezuela,Cuyagua,76%,"2- B,S","fatty, sandy, nutty, off notes",2.5
1736,Feitoria Cacao,Portugal,2016,Belize,Maya Mountain,76%,"2- B,S","metallic, off notes, powdery",2.75
1732,Feitoria Cacao,Portugal,2016,Jamaica,Blue Mountain,76%,"2- B,S","roasty, spicy, nutty",3
1494,Ambrosia,Canada,2015,Madagascar,Madagascar,66%,"2- B,S","fruity, sour",3.25
2154,Five (5)Mile,U.S.A.,2018,Belize,"Maya Mtn, batch 7C",75%,"2- B,S","hammy, dried fruit",2.75
2154,Five (5)Mile,U.S.A.,2018,Guatemala,"Monte Grande, batch 18",75%,"2- B,S","hammy, large grits",2.75
2154,Five (5)Mile,U.S.A.,2018,Colombia,"Tumaco, batch 23abc",75%,"2- B,S","high acidity, bitter, nutty",3
2150,Five (5)Mile,U.S.A.,2018,Dominican Republic,"Oko Caribe, San Fran. De Mac.,batch A",75%,"2- B,S","roasty, simple",3.5
1498,Ambrosia,Canada,2015,Dominican Republic,Dominican Republic,75%,"2- B,S","high roast, high astringnet",3.25
1772,Fossa,Singapore,2016,Madagascar,"Akesson's E., Sambirano V.",70%,"2- B,S","gummy, bland, sour",2.75
1776,Fossa,Singapore,2016,Ecuador,"Camino Verde P., Balao, Guayas",75%,"2- B,S","sticky, floral",3.5
1776,Fossa,Singapore,2016,Tanzania,"Kokoa Kamili Coop, Kilombero",67%,"2- B,S","gummy, sandy, complex",3.75
2076,Fossa,Singapore,2018,Dominican Republic,Oko Caribe,72%,"2- B,S","coffee, acidic, astringent",2.75
2072,Fossa,Singapore,2018,Bolivia,Alto Beni,70%,"2- B,S","nuts, sour milk",3
2072,Fossa,Singapore,2018,Indonesia,"Pak Eddy Farm, Yogyakarta Region",70%,"2- B,S","sandy, powdery, late sour",3
2072,Fossa,Singapore,2018,Philippines,Davao,70%,"2- B,S","sandy, dried fruit, roasty",3.25
2072,Fossa,Singapore,2018,Haiti,Pisa,68%,"2- B,S","roasty, hazelnut, cocoa",3.5
1498,Ambrosia,Canada,2015,Papua New Guinea,Papua New Guinea,63%,"2- B,S","smokey, savory",3.25
2430,Fossa,Singapore,2019,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas, microlot",70%,"2- B,S","sticky, dried sour fruit, roasty",3
2430,Fossa,Singapore,2019,Madagascar,"Ottange Farm, Mava Plantation, Sambirano",70%,"2- B,S","roasted nuts, citrus, creamy",3.5
2712,Fossa,Singapore,2021,Indonesia,"Burang, Popayato-Paquat microlot, Goranulo Province",72%,"2- B,S","dried fruit (fig), black licorice",3.5
2712,Fossa,Singapore,2021,Malaysia,"Semai Community, Kamping Long B, Pahang",72%,"2- B,S","dairy, cocoa, mild sour",3.5
2318,Foundry,New Zealand,2019,Papua New Guinea,"Kulkul P., Karkar Island, 2018 h., batch PK019",70%,"2- B,S","off, tropical, vegetal, rubbery",3
2322,Foundry,New Zealand,2019,Bolivia,"Alto Beni, 2017 h.",70%,"2- B,S","honey, mild floral, mild off",3
2322,Foundry,New Zealand,2019,Vanuatu,"Masidau Farm, batch VM021",70%,"2- B,S","fruit, smokey, mocha",3
2322,Foundry,New Zealand,2019,Colombia,"Tumaco, 2017 h., batch U022",70%,"2- B,S","dirty, roasty, acidic",3
2318,Foundry,New Zealand,2019,Tanzania,"Kilombero Valley, 2017 h., batch TK020",70%,"2- B,S","nutty, bland, late sour",3.25
2322,Foundry,New Zealand,2019,Ecuador,"Camino Verde, 2017 h., batch EC019",70%,"2- B,S","floral, orange, cocoa",3.75
1498,Ambrosia,Canada,2015,Venezuela,Venezuela,70%,"2- B,S","sandy, roasty, nutty",3.25
2326,Foundry,New Zealand,2019,Peru,"Ucayali, 2017 h., batch PU024",70%,"2- B,S","fig, mild anise",3.75
2122,Franceschi,Venezuela,2018,Venezuela,"Chuao, batch 4, Lot DH17",85%,"2- B,S","sl. dry, gritty, fruity, nuts",3
2118,Franceschi,Venezuela,2018,Venezuela,"Cuyagua, batch 4, lot DC2.3",72%,"2- B,S",nutty,3.5
1498,Ambrosia,Canada,2015,Peru,Peru,68%,"2- B,S","rich, sour, mild smoke",3.5
781,French Broad,U.S.A.,2011,Peru,"Maranon Canyon, Fortunato No. 4",70%,"2- B,S","coarse,perfume,heavy roast",3.5
785,French Broad,U.S.A.,2011,Dominican Republic,La Red,65%,"2- B,S",choco covered strawberry,3.5
883,French Broad,U.S.A.,2012,Peru,"Tumbes Coop, batch 120724M",70%,"2- B,S","fruit, cough medicine",2.5
1042,French Broad,U.S.A.,2013,Peru,"Palo Blanco, Chulucanas",66%,"2- B,S","spice, citrus, sweet",3.5
1209,French Broad,U.S.A.,2014,Costa Rica,San Andres,80%,"2- B,S","mild bitter, roasty, red berry",3
1295,French Broad,U.S.A.,2014,Nicaragua,Matagalpa,68%,"2- B,S","sweet, tobacco",3.25
1634,French Broad,U.S.A.,2015,Guatemala,Guatemala,73%,"2- B,S","roasty, grapes, rich brownie",3.5
1940,French Broad,U.S.A.,2017,Peru,"Norandino, batch 161208",70%,"2- B,S","slight dry, citrus, grapefruit",3.5
931,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #222, LR, 0C",69%,"2- B,S","sandy, smoke, red berry",3
899,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #219, LR, MC",69%,"2- B,S",mild smoke and fruit,3.5
899,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #221, DR, MC",69%,"2- B,S","smoke, fruit, sour, hammy",3.5
927,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #220, MR, MC",69%,"2- B,S","tart, red berry, smoke",4
2000,Fresh Coast,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia",70%,"2- B,S","creamy, fragrant",3.5
2000,Fresh Coast,U.S.A.,2017,Tanzania,"Kokoa Kamili, Kilombero District",70%,"2- B,S","creamy, simple, strong choco",3.75
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Belize,Belize,70%,"2- B,S","spice, fatty, mild cocoa",3.5
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Madagascar,Madagascar,70%,"2- B,S","strong fruit, ham, deep cocoa",3.5
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Peru,Peru,70%,"2- B,S","banana, yogurt, cocoa",4
1546,hexx,U.S.A.,2015,Tanzania,Tanzania,70%,"2- B,S*","intense, palm, earthy",2.75
1546,hexx,U.S.A.,2015,Madagascar,Madagascar,74%,"2- B,S*","sandy, tart, tangy, palm",3
1546,hexx,U.S.A.,2015,Venezuela,Venezuela,70%,"2- B,S*","intense, palm, nutty",3
1550,hexx,U.S.A.,2015,Ecuador,Ecuador,73%,"2- B,S*","floral, palm, sour",3.25
1550,hexx,U.S.A.,2015,Peru,Peru,70%,"2- B,S*","palm, spicy, flour",3.25
2150,hexx,U.S.A.,2018,Peru,"Maranon, batch 0723",70%,"2- B,S*","light color, sour, pungent",2.25
2146,hexx,U.S.A.,2018,Ecuador,"Camino Verde, batch 0722",73%,"2- B,S*","harsh flavor, hay",2.5
2150,hexx,U.S.A.,2018,Madagascar,"Sambirano Valley, batch 0124",74%,"2- B,S*","sour, citrus, molasses",2.75
2150,hexx,U.S.A.,2018,Tanzania,"Kokoa Kamili, batch 0214",70%,"2- B,S*","lemon, late sour & molasses",3
2146,hexx,U.S.A.,2018,Dominican Republic,"Oko Caribe, batch 0719",71%,"2- B,S*","fruity, tannic, coconut",3.5
1327,Honest,South Africa,2014,Ecuador,"Ecuador, w/ nibs, batch 140224-1",72%,"2- B,S*","true to sugar, green, fatty",2.5
2362,Mellow,Denmark,2019,Ecuador,"Camino Verde, Duran Region",85%,"2- B,S*","floral, earthy, bitter",2.5
2362,Mellow,Denmark,2019,Dominican Republic,"Oko Caribe, El Cibao, 2018 Harvest",70%,"2- B,S*","dry, floral, dirty, coconut",2.75
2362,Mellow,Denmark,2019,Philippines,"Kablon Farms, Mindanao Island, 2018 harvest",70%,"2- B,S*","smooth, coconut, cocoa",3.25
2362,Mellow,Denmark,2019,Tanzania,"Kokoa Kamili, 2018 harvest, Mbingu Village",70%,"2- B,S*","creamy, coconut, cocoa",3.25
1403,Nathan Miller,U.S.A.,2014,Dominican Republic,Hispaniola,70%,"2- B,S*","grassy, dirt, mild spice",2.5
1570,Palette de Bine,Canada,2015,Trinidad,"San Juan Estate, Gran Couva",70%,"2- B,S*","maple, spicy, cocoa",3.25
1271,Paul Young,U.K.,2014,Madagascar,"Madagascar, w/ shell",73%,"2- B,S*","sticky, mild citrus, earthy",2.25
1271,Paul Young,U.K.,2014,Madagascar,"Madagascar, w/ shell",64%,"2- B,S*","coarse, sweet, tart, earthy",2.75
2118,Primo Botanica,U.S.A.,2018,Tanzania,"Kokoa Kamili, 2018 Harvest",75%,"2- B,S*","sour palm, rich cocoa, fruit",3.25
2118,Primo Botanica,U.S.A.,2018,Peru,Choba Choba,75%,"2- B,S*","molasses, coffee, cocoa",3.25
1614,Sirene,Canada,2015,Guatemala,"Lachua w/ maple sugar, batch 5",73%,"2- B,S*","waxy, maple, flat",3.25
1756,Wellington Chocolate Factory,New Zealand,2016,Dominican Republic,Conacado,70%,"2- B,S*","dry, rich, roasty",3.5
1756,Wellington Chocolate Factory,New Zealand,2016,Peru,"Piura Blanco, Norandino",70%,"2- B,S*","grapes, pungent",3.5
2274,Cacai Cacao,Taiwan,2019,Taiwan,Pingtung,70%,"2- B,S*","molasses, sour notes",3.25
2274,Cacai Cacao,Taiwan,2019,Philippines,Davao,70%,"2- B,S*",base cocoa w/ palm notes,3.5
1772,Chocolate Alchemist-Philly,U.S.A.,2016,Peru,"Tumbes, ""Zarumilla""",90%,"2- B,S*","sticky, bitter, molasses, tart",2.5
1772,Chocolate Alchemist-Philly,U.S.A.,2016,Blend,"Philly Blend, 5 plantations",80%,"2- B,S*","sticky, coconut, sour, bitter",2.5
2096,Dormouse,U.K.,2018,Peru,"Piura, batch 274",80%,"2- B,S*","molasses, fruit",3.5
887,French Broad,U.S.A.,2012,Peru,"Palo Blanco w/ panela, Chulucanas, b. 120725A",81%,"2- B,S*","sandpaper, some fruit, bitter",2
883,French Broad,U.S.A.,2012,Peru,"Palo Blanco, Chulucanas, b. 120725A",66%,"2- B,S*","olive, rum",3.5
2226,Malai,Thailand,2018,Thailand,Chantaburi,70%,"3- B,S*,C","gummy, smokey, hammy",2.75
2258,Perrenial,U.S.A.,2018,Fiji,Fiji,75%,"3- B,S*,C","mild smokey, black licorice",3
1964,Ruket,Italy,2017,Honduras,"Red Mayan, Xoco",72%,"3- B,S*,C","off note, vegetal, nibby",2.75
2112,Soeka,Amsterdam,2018,Sulawesi,Sulawesi,66%,"3- B,S*,C","nuts, fruit, cocoa",3.25
907,Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,"Conacado, Manifesto",70%,"3- B,S*,C","sandy, strawberry, coconut",2.75
821,Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,La Red,70%,"3- B,S*,C","heavy roast, black licorice",3.25
2230,Zoto (Chocolatoa),Belgium,2018,DR Congo,"Kilimamwenza, Ituri Province",68%,"3- B,S*,C","fatty, herbal, earthy",3
1259,Chocolate Conspiracy,U.S.A.,2014,Peru,Peru,74%,"3- B,S*,C","unrefined, odd, vegetal",2.75
1880,Dormouse,U.K.,2016,Grenada,Non Pariel Estate,75%,"3- B,S*,C","licorice, molasses, rubber",2.75
2052,Dormouse,U.K.,2018,Philippines,"Kablon Farm, batch 242",71.50%,"3- B,S*,C",molasses notes from sugar,2.75
2052,Dormouse,U.K.,2018,Guatemala,"Verapaz, batch 254",72%,"3- B,S*,C","near perfect shine, cocoa",3.5
1267,Forever Cacao,U.K.,2014,Peru,Rio Eni,72%,"3- B,S*,C","coconut, true to sugar bar",2.75
1117,Middlebury,U.S.A.,2013,Dominican Republic,La Red,75%,"3- B,S*,Sa","molassses, palm, spicy",2.5
2454,5150,U.S.A.,2019,Tanzania,"Kokoa Kamili, batch 1",76%,"3- B,S,C","rich cocoa, fatty, bready",3.25
2458,5150,U.S.A.,2019,Dominican Republic,"Zorzal, batch 1",76%,"3- B,S,C","cocoa, vegetal, savory",3.5
1956,Friis Holm,Denmark,2017,Nicaragua,Barba,70%,"3- B,S,C","creamy, black pepper, nut",3.75
2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",60%,"3- B,S,C","sweet, metallic",3
2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 2x turned",70%,"3- B,S,C","floral, sticky",3
2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",70%,"3- B,S,C","woody, grassy, spicy",3.25
2134,Friis Holm,Denmark,2018,Nicaragua,Rugoso,70%,"3- B,S,C","high acidity, grassy",3.25
2122,Friis Holm,Denmark,2018,Nicaragua,"O'Payo, Wasalala Co-op",68%,"3- B,S,C","unique flavor, floral-spice mix",3.5
2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 3x turned",70%,"3- B,S,C","delicate, balanced",3.5
2122,Friis Holm,Denmark,2018,Nicaragua,Johe,70%,"3- B,S,C","strong cocoa, orange citrus",3.75
2126,Friis Holm,Denmark,2018,Nicaragua,Medagla,70%,"3- B,S,C","cocoa, savory",3.75
2130,Friis Holm,Denmark,2018,Nicaragua,Nicaliso,70%,"3- B,S,C","black pepper,high astringency",3.75
2126,Friis Holm,Denmark,2018,Guatemala,Indio Rojo,70%,"3- B,S,C","honey, deep cocoa",4
2130,Friis Holm,Denmark,2018,Nicaragua,"Rugoso, Bad Fermentation",70%,"3- B,S,C","banana,dairy, cocoa",4
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Johe, Xoco",70%,"3- B,S,C","fatty, leathery, earthy",3.25
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Chuno, Xoco",70%,"3- B,S,C","tobacco, woody, wild berry",3.5
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Nicaliso, Xoco",70%,"3- B,S,C","roasty, fatty, woody",3.5
895,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, triple turned, Xoco",70%,"3- B,S,C","intense olive, citrus, vegetal",3.25
899,Friis Holm (Bonnat),Denmark,2012,Honduras,"Red Mayan, Xoco",70%,"3- B,S,C","spicy, earthy",3.25
899,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, double turned, Xoco",70%,"3- B,S,C","oily, fatty, bold olive",3.25
923,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Rugoso, Xoco",70%,"3- B,S,C","oily, gritty, savory",3.75
1034,Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Barba, Xoco",70%,"3- B,S,C","oily, burnt black pepper",3.25
1034,Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Medagla, Xoco",70%,"3- B,S,C",baked bread,3.5
1259,Friis Holm (Bonnat),Denmark,2014,Nicaragua,La Dalia,70%,"3- B,S,C","mild fatty, nutty, roasty",3.5
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,60%,"3- B,S,C","oily, sweet, dairy, bland",3
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,85%,"3- B,S,C","oily, spicy, sour",3.25
781,Fruition,U.S.A.,2011,Costa Rica,Costa Rica,70%,"3- B,S,C","fatty, sweet, vanilla",3
753,Fruition,U.S.A.,2011,Costa Rica,Signature Blend,66%,"3- B,S,C","cocoa, spicy, sweet",3.25
863,Fruition,U.S.A.,2012,Peru,Peru,70%,"3- B,S,C","oily, tart, chlorine",2.5
1185,Fruition,U.S.A.,2013,Ecuador,Camino Verde,75%,"3- B,S,C","sandy,sweet, molasses,floral",3
1046,Fruition,U.S.A.,2013,Dominican Republic,La Red,70%,"3- B,S,C","dried fruit, intense",3.75
1359,Fruition,U.S.A.,2014,Peru,Maranon,76%,"3- B,S,C","acidic, undefined, brownie, off",3
1347,Fruition,U.S.A.,2014,Trinidad,Gran Couva,70%,"3- B,S,C","delicate, hebs, choco",3.75
2664,Fruition,U.S.A.,2021,Peru,"Ucayali, batch 1",72%,"3- B,S,C","black licorice, tangy",3.75
2174,Fu Wan,Taiwan,2018,Taiwan,"Taiwan, #1",70%,"3- B,S,C",cheesy off flavor,2.5
2202,Fu Wan,Taiwan,2018,Venezuela,Chuao,70%,"3- B,S,C","dried fruit, cocoa",3.5
2012,Georgia Ramon,Germany,2017,St. Lucia,"Rabot Estate, Island Growers",77%,"3- B,S,C","chewy, woody, rustic",3.5
2012,Georgia Ramon,Germany,2017,Venezuela,"Porcelana, La Orquidea, Santa Barbara, Zulia",75%,"3- B,S,C","fatty, creamy, roasty",3.5
2096,Georgia Ramon,Germany,2018,Guatemala,Cahabon E.,72%,"3- B,S,C","dry, grainy, spicy, roasty",2.75
2282,Georgia Ramon,Germany,2019,Venezuela,Chuao,75%,"3- B,S,C","earthy, roasty, strong vanilla",2.75
1924,Goodnow Farms,U.S.A.,2016,Mexico,"Almendra Blanca, batch 1004",77%,"3- B,S,C","sour off flavor, nutty, earthy",2.75
1924,Goodnow Farms,U.S.A.,2016,Guatemala,"Asochivite, batch 1005",77%,"3- B,S,C","sweet edge, bright fruit, sour",3.25
1924,Goodnow Farms,U.S.A.,2016,Nicaragua,"El Carmen, batch 1003",77%,"3- B,S,C","mild molasses, rich, gateway",3.25
2032,Goodnow Farms,U.S.A.,2017,Peru,"Ucayali, batch 1041",70%,"3- B,S,C","creamy, fig",3.25
2446,Goodnow Farms,U.S.A.,2019,Colombia,Boyaca,73%,"3- B,S,C","acidic, mildly burnt, metallic",2.5
2446,Goodnow Farms,U.S.A.,2019,Costa Rica,Coto Brus,73%,"3- B,S,C","floral, rubbery, woody",3
